A 0 0 -3764 -2388
A 1 1 -3026 -2379
A 2 0 None None
A 3 0 -2351 -2592
A 4 2 -1534 -1797
A 5 0 -718 -2359
A 6 0 None None
A 7 0 -3771 -584
A 8 1 -3029 -893
A 9 0 -2240 -1359
A 10 2 -1517 -555
A 11 0 -732 -455
A 12 0 -4087 1014
A 13 0 -3843 1693
A 14 0 -3404 752
A 15 1 -3170 1506
A 16 1 -2722 1010
A 17 0 -2536 1808
A 18 0 -2048 756
A 19 2 -1826 1657
A 20 2 -1345 1061
A 23 0 -1173 1564
A 24 0 -702 694
A 25 0 -392 1311
A 26 0 2422 768
A 27 8 2402 1323
A 28 4 2394 2216
A 29 4 798 745
A 30 0 612 1528
A 32 0 805 2105
A 33 0 None None
A 34 8 4094 704
A 35 0 3671 1529
A 36 0 4033 2127
A 37 0 None None
A 38 0 4049 -721
A 39 0 2715 -940
A 40 8 3630 -1392
A 41 0 None None
A 42 0 3017 -1608
A 43 0 4025 -2066
A 44 0 2860 -2260
A 45 0 979 -736
A 46 0 1772 -934
A 47 4 1314 -1168
A 48 0 631 -1393
A 49 0 1723 -2052
A 50 0 876 -1844
A 52 0 None None
A 99 0 256 -413
C AFTER 1 0
C AFTER 1 3
C AFTER 1 4
C AFTER 1 7
C AFTER 1 8
C AFTER 1 9
C AFTER 1 14
C AFTER 4 3
C AFTER 4 5
C AFTER 4 9
C AFTER 4 10
C AFTER 4 11
C AFTER 4 20
C AFTER 4 24
C AFTER 8 1
C AFTER 8 7
C AFTER 8 9
C AFTER 8 10
C AFTER 8 12
C AFTER 8 14
C AFTER 8 16
C AFTER 10 4
C AFTER 10 6
C AFTER 10 9
C AFTER 10 11
C AFTER 10 18
C AFTER 10 20
C AFTER 10 24
C AFTER 15 7
C AFTER 15 12
C AFTER 15 13
C AFTER 15 16
C AFTER 15 17
C AFTER 15 18
C AFTER 15 19
C AFTER 16 14
C AFTER 16 15
C AFTER 16 17
C AFTER 16 18
C AFTER 16 19
C AFTER 19 16
C AFTER 19 17
C AFTER 19 18
C AFTER 19 20
C AFTER 19 23
C AFTER 20 10
C AFTER 20 11
C AFTER 20 18
C AFTER 20 19
C AFTER 20 23
C AFTER 20 24
C AFTER 20 25
C AFTER 26 27
C AFTER 26 28
C AFTER 26 29
C AFTER 26 30
C AFTER 26 34
C AFTER 27 26
C AFTER 27 28
C AFTER 27 30
C AFTER 27 35
C AFTER 28 26
C AFTER 28 27
C AFTER 28 32
C AFTER 28 36
C AFTER 29 26
C AFTER 29 30
C AFTER 29 32
C AFTER 29 45
C AFTER 29 46
C AFTER 34 26
C AFTER 34 35
C AFTER 34 36
C AFTER 34 38
C AFTER 34 39
C AFTER 38 26
C AFTER 38 34
C AFTER 38 39
C AFTER 38 40
C AFTER 38 42
C AFTER 38 43
C AFTER 39 34
C AFTER 39 38
C AFTER 39 45
C AFTER 39 46
C AFTER 39 47
C AFTER 40 38
C AFTER 40 39
C AFTER 40 42
C AFTER 40 43
C AFTER 40 44
C AFTER 42 39
C AFTER 42 40
C AFTER 42 43
C AFTER 42 44
C AFTER 42 46
C AFTER 42 49
C AFTER 46 29
C AFTER 46 38
C AFTER 46 39
C AFTER 46 45
C AFTER 46 47
C AFTER 47 45
C AFTER 47 46
C AFTER 47 48
C AFTER 47 49
C AFTER 47 50
C AFTER 49 42
C AFTER 49 44
C AFTER 49 46
C AFTER 49 47
C AFTER 49 48
C AFTER 49 50
C BEFORE 0 3
C BEFORE 0 4
C BEFORE 0 6
C BEFORE 0 8
C BEFORE 0 30
C BEFORE 0 33
C BEFORE 0 34
C BEFORE 0 48
C BEFORE 0 52
C BEFORE 11 9
C BEFORE 11 10
C BEFORE 11 23
C BEFORE 11 24
C BEFORE 11 27
C BEFORE 11 28
C BEFORE 11 29
C BEFORE 12 14
C BEFORE 12 16
C BEFORE 12 43
C BEFORE 12 44
C BEFORE 20 3
C BEFORE 20 10
C BEFORE 20 13
C BEFORE 20 14
C BEFORE 20 15
C BEFORE 20 17
C BEFORE 20 19
C BEFORE 20 23
C BEFORE 20 27
C BEFORE 26 9
C BEFORE 26 18
C BEFORE 26 46
C BEFORE 26 47
C BEFORE 26 48
C BEFORE 26 49
C BEFORE 31 1
C BEFORE 31 23
C BEFORE 31 28
C BEFORE 32 25
C BEFORE 32 33
C BEFORE 32 34
C BEFORE 32 35
C BEFORE 32 36
C BEFORE 32 37
C BEFORE 32 52
C BEFORE 38 3
C BEFORE 38 7
C BEFORE 38 36
C BEFORE 38 37
C BEFORE 38 52
C BEFORE 41 2
C BEFORE 41 24
C BEFORE 41 45
C BEFORE 41 46
C BEFORE 43 5
C BEFORE 43 39
C BEFORE 43 40
C BEFORE 43 42
C BEFORE 43 50
C BEFORE 44 5
C BEFORE 44 39
C BEFORE 44 40
C BEFORE 44 42
C BEFORE 44 50
